city,country,decade,metadata
Bangkok,Thailand,1940s,"1940s: Bangkok felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Bangkok,Thailand,1950s,"1950s: Bangkok felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Bangkok,Thailand,1960s,"1960s: Bangkok felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Bangkok,Thailand,1970s,"1970s: Bangkok felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Bangkok,Thailand,1980s,"1980s: Bangkok felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Bangkok,Thailand,1990s,"1990s: Bangkok felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Bangkok,Thailand,2000s,"2000s: Bangkok felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Bangkok,Thailand,2010s,"2010s: Bangkok felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Bangkok,Thailand,2020s,2020s: Pandemic years reshaped Bangkok; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Hanoi,Vietnam,1920s,"1920s: Hanoi felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1930s,"1930s: Hanoi felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1940s,"1940s: Hanoi felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1950s,"1950s: Hanoi felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1960s,"1960s: Hanoi felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1970s,"1970s: Hanoi felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,1980s,"1980s: Đổi Mới opened the economy; thrift, kin ties, and small‑enterprise norms took root."
Hanoi,Vietnam,1990s,"1990s: Hanoi felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,2000s,"2000s: Hanoi felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,2010s,"2010s: Hanoi felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Hanoi,Vietnam,2020s,2020s: Pandemic years reshaped Hanoi; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Jakarta,Indonesia,1920s,"1920s: Jakarta felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1930s,"1930s: Jakarta felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1940s,"1940s: Jakarta felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1950s,"1950s: Jakarta felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1960s,"1960s: Jakarta felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1970s,"1970s: Jakarta felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1980s,"1980s: Jakarta felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,1990s,"1990s: Jakarta felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,2000s,"2000s: Jakarta felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,2010s,"2010s: Jakarta felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Jakarta,Indonesia,2020s,2020s: Pandemic years reshaped Jakarta; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
New Delhi,India,1920s,"1920s: New Delhi felt interwar modernization, mass culture, and uneven prosperity alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1930s,"1930s: New Delhi felt economic depression, political radicalization, and pre‑war mobilization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1940s,"1940s: New Delhi felt world war, decolonization beginnings, and post‑war reconstruction alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1950s,"1950s: New Delhi felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized respectability, conformity in public life, and steady work ethic and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1960s,"1960s: New Delhi felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1970s,"1970s: New Delhi felt oil shocks, stagflation or state expansion, and social realignment alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1980s,"1980s: New Delhi felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,1990s,"1990s: New Delhi felt post‑Cold‑War reordering, globalization, and early internet adoption alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,2000s,"2000s: New Delhi felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,2010s,"2010s: New Delhi felt smartphone/social media dominance, populist swings, and widening inequality alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and joint‑family ties, exam culture, and jugaad improvisation."
New Delhi,India,2020s,2020s: Pandemic years reshaped New Delhi; Strict lockdowns and migrant dislocations strained cities; community kitchens and local charity became lifelines.
Mumbai,India,1920s,"1920s: Mumbai felt interwar modernization, mass culture, and uneven prosperity alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1930s,"1930s: Mumbai felt economic depression, political radicalization, and pre‑war mobilization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1940s,"1940s: Mumbai felt world war, decolonization beginnings, and post‑war reconstruction alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1950s,"1950s: Mumbai felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized respectability, conformity in public life, and steady work ethic and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1960s,"1960s: Mumbai felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1970s,"1970s: Mumbai felt oil shocks, stagflation or state expansion, and social realignment alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1980s,"1980s: Mumbai felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,1990s,"1990s: Mumbai felt post‑Cold‑War reordering, globalization, and early internet adoption alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,2000s,"2000s: Mumbai felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,2010s,"2010s: Mumbai felt smartphone/social media dominance, populist swings, and widening inequality alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and joint‑family ties, exam culture, and jugaad improvisation."
Mumbai,India,2020s,2020s: Pandemic years reshaped Mumbai; Strict lockdowns and migrant dislocations strained cities; community kitchens and local charity became lifelines.
Karachi,Pakistan,1920s,"1920s: Karachi felt interwar modernization, mass culture, and uneven prosperity alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1930s,"1930s: Karachi felt economic depression, political radicalization, and pre‑war mobilization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1940s,"1940s: Karachi felt world war, decolonization beginnings, and post‑war reconstruction alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1950s,"1950s: Karachi felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized respectability, conformity in public life, and steady work ethic and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1960s,"1960s: Karachi felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1970s,"1970s: Karachi felt oil shocks, stagflation or state expansion, and social realignment alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1980s,"1980s: Karachi felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,1990s,"1990s: Karachi felt post‑Cold‑War reordering, globalization, and early internet adoption alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,2000s,"2000s: Karachi felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,2010s,"2010s: Karachi felt smartphone/social media dominance, populist swings, and widening inequality alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and joint‑family ties, exam culture, and jugaad improvisation."
Karachi,Pakistan,2020s,2020s: Pandemic years reshaped Karachi; Strict lockdowns and migrant dislocations strained cities; community kitchens and local charity became lifelines.
Dhaka,Bangladesh,1920s,"1920s: Dhaka felt interwar modernization, mass culture, and uneven prosperity alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1930s,"1930s: Dhaka felt economic depression, political radicalization, and pre‑war mobilization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1940s,"1940s: Dhaka felt world war, decolonization beginnings, and post‑war reconstruction alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1950s,"1950s: Dhaka felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized respectability, conformity in public life, and steady work ethic and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1960s,"1960s: Dhaka felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1970s,"1970s: Dhaka felt oil shocks, stagflation or state expansion, and social realignment alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1980s,"1980s: Dhaka felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,1990s,"1990s: Dhaka felt post‑Cold‑War reordering, globalization, and early internet adoption alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,2000s,"2000s: Dhaka felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,2010s,"2010s: Dhaka felt smartphone/social media dominance, populist swings, and widening inequality alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and joint‑family ties, exam culture, and jugaad improvisation."
Dhaka,Bangladesh,2020s,2020s: Pandemic years reshaped Dhaka; Strict lockdowns and migrant dislocations strained cities; community kitchens and local charity became lifelines.
Kabul,Afghanistan,1920s,"1920s: Kabul felt interwar modernization, mass culture, and uneven prosperity alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1930s,"1930s: Kabul felt economic depression, political radicalization, and pre‑war mobilization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1940s,"1940s: Kabul felt world war, decolonization beginnings, and post‑war reconstruction alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1950s,"1950s: Kabul felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized respectability, conformity in public life, and steady work ethic and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1960s,"1960s: Kabul felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1970s,"1970s: Kabul felt oil shocks, stagflation or state expansion, and social realignment alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,1980s,"1980s: Coups and invasion triggered flight and fear; discretion, kin loyalty, and faith anchored life."
Kabul,Afghanistan,1990s,"1990s: Kabul felt post‑Cold‑War reordering, globalization, and early internet adoption alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,2000s,"2000s: Kabul felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,2010s,"2010s: Kabul felt smartphone/social media dominance, populist swings, and widening inequality alongside rapid urban migration and bureaucratic expansion; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and joint‑family ties, exam culture, and jugaad improvisation."
Kabul,Afghanistan,2020s,2020s: Pandemic years reshaped Kabul; Strict lockdowns and migrant dislocations strained cities; community kitchens and local charity became lifelines.
Kuala Lumpur,Malaysia,1920s,"1920s: Kuala Lumpur felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1930s,"1930s: Kuala Lumpur felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1940s,"1940s: Kuala Lumpur felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1950s,"1950s: Kuala Lumpur felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1960s,"1960s: Kuala Lumpur felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1970s,"1970s: Kuala Lumpur felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1980s,"1980s: Kuala Lumpur felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,1990s,"1990s: Kuala Lumpur felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,2000s,"2000s: Kuala Lumpur felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,2010s,"2010s: Kuala Lumpur felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Kuala Lumpur,Malaysia,2020s,2020s: Pandemic years reshaped Kuala Lumpur; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Singapore,Singapore,1920s,"1920s: Singapore felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Singapore,Singapore,1930s,"1930s: Singapore felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Singapore,Singapore,1940s,"1940s: Singapore felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Singapore,Singapore,1950s,"1950s: Singapore felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Singapore,Singapore,1960s,"1960s: Singapore felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Singapore,Singapore,1970s,"1970s: Singapore felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Singapore,Singapore,1980s,"1980s: Singapore felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Singapore,Singapore,1990s,"1990s: Singapore felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Singapore,Singapore,2000s,"2000s: Singapore felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Singapore,Singapore,2010s,"2010s: Singapore felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Singapore,Singapore,2020s,2020s: Pandemic years reshaped Singapore; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Hong Kong,China,1920s,"1920s: Hong Kong felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Hong Kong,China,1930s,"1930s: Hong Kong felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Hong Kong,China,1940s,"1940s: Hong Kong felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Hong Kong,China,1950s,"1950s: Hong Kong felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Hong Kong,China,1960s,"1960s: Hong Kong felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Hong Kong,China,1970s,"1970s: Hong Kong felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Hong Kong,China,1980s,"1980s: Hong Kong felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Hong Kong,China,1990s,1990s: The 1997 handover sharpened local identity; rule‑of‑law expectations mixed with pragmatic adaptability.
Hong Kong,China,2000s,"2000s: Hong Kong felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Hong Kong,China,2010s,"2010s: Hong Kong felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
